DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2020-11-29 0:00:00,5,will buy again,love thecoffee,will buy again.,https://www.amazon.com/gp/customer-reviews/R35X7UX5YT2HHT?ASIN=B00FPQKBOE
2021-07-08 0:00:00,1,Don't buy,"Tried 1,spit it out and the box went straight to the trash","Tried 1, spit it out and the box went straight to the trash.",https://www.amazon.com/gp/customer-reviews/R1QMXJMVS2V1AE?ASIN=B07H7Q1M5F
2020-07-31 0:00:00,5,Enhance any chocolate recipe with Expresso Powder.,"A delicious rich flavoring to add depth to any chocolate dessert, etc. Container has a good seal for freshness and to protect flavor & longevity.",Enhance any chocolate recipe with Expresso Powder.,https://www.amazon.com/gp/customer-reviews/R3IKZFWBNFK71K?ASIN=B00DUF219A
2021-07-13 0:00:00,5,Tastes like childhood,My hubby said this tastes like his childhood. He said they always had Tang for boy scout meetings and he loved it. Mixes easily and the canisters will last FOREVER. You get a lot of servings per can.. Recommend if you want something a little better than orange koolaid.,Recommend if you want something a little better than orange koolaid.,https://www.amazon.com/gp/customer-reviews/R47BASPA9RZL3?ASIN=B08LRSW5RL
2021-07-24 0:00:00,2,Some of the milk tastes different,"My family really like horizon organic milk. And we buy it often, so I bought this milk and now I still have half box left there and no one going to drink it. Half of the box was all right, until we had couple weird ones. I double checked the best date, it’s shows still in good condition. But I don’t know why it taste different.",Some of the milk tastes different.,https://www.amazon.com/gp/customer-reviews/R1ISCFUJE6X6AW?ASIN=B000LKVB6Q
2020-07-27 0:00:00,5,Awesome espresso grind,I used to buy Starbucks French Blend but the Cafe Bustelo Espresso is FAR superior than anything else I've ever used. The grind is very fine for an awesome espresso taste. I use a steam pressure espresso machine and it works perfect with it.,I use a steam pressure espresso machine and it works perfect with it.,https://www.amazon.com/gp/customer-reviews/R1OS9JUS74SF70?ASIN=B001ET5XX0
2020-11-19 0:00:00,5,"The flavor is great and thickness, perfect.",It taste so good and I love it,"The flavor is great and thickness, perfect.",https://www.amazon.com/gp/customer-reviews/R3VDVRNQM2XYTF?ASIN=B074H67LD1
2020-04-25 0:00:00,5,Love this tea !,"I'm on my last day of the detox tea and I feel great. The past 2 weeks have been smooth, I felt less bloating and cramping and used the bathroom (Smoothly sorry for TMI). Overall I felt really free and better the last two weeks then I have before I drank the tree. I didn't loose any significant weight only 2 pounds , but overall I was content with this tea and would recommend for anyone that wants to cleanse their bodies and potentially loose more weight :)!",Love this tea!,https://www.amazon.com/gp/customer-reviews/R1OYSW2IUNNSEK?ASIN=B06XXP2B3Y
2021-05-20 0:00:00,5,Tastes good,"I ordered the peach flavored case of these clear protein drinks. I was pleasantly surprised that I liked the flavor and it wasn’t too sweet. For reference, I only drink water and unsweetened tea daily, so flavored and/or sweetened drinks are not something I typically enjoy. I would recommend drinking them chilled especially if you don’t want to taste the whey in the product.",Tastes good.,https://www.amazon.com/gp/customer-reviews/R3FDNUEHIGNPPL?ASIN=B07MJM1V7S
2021-01-01 0:00:00,5,Wonderful tasting coffee,It’s wonderful. I love all the different flavors.,I love all the different flavors.,https://www.amazon.com/gp/customer-reviews/R1TCIWV3L2D4J2?ASIN=B0855K3ZW1
2020-10-07 0:00:00,4,コスパがいい!,有機麦でこの値段なら得!,コスパがいい!,https://www.amazon.com/KuniFutoshi-ro-organic-barley-tea-30P/product-reviews/B001AN1SBG?reviewerType=avp_only_reviews&sortBy=recent
2020-02-20 0:00:00,5,Very Happy!,Love the assortment! I'm finding new flavors I love that I didn't know existed! Nice gift for fellow decaf friends too!,Very Happy!,https://www.amazon.com/gp/customer-reviews/RRDRKB0VIE4NK?ASIN=B00W2F3LKW
2021-01-13 0:00:00,4,Delighted,Very satisfied with this product!,Very satisfied with this product!,https://www.amazon.com/gp/customer-reviews/R16ET1HJESJHQQ?ASIN=B0788FC2Z3
2020-10-19 0:00:00,1,Beware expired products,Bought this 10/20 received in mail yesterday. Every pack was expired. Expiration date was 1/20 totally unacceptable,Every pack was expired.,https://www.amazon.com/gp/customer-reviews/R36R7LT80PW6RS?ASIN=B07PT9CFT3
2021-02-16 0:00:00,1,Bad taste,Unfortunately very poor tasting,Unfortunately very poor tasting.,https://www.amazon.com/gp/customer-reviews/R3UVBX9H2YP8YA?ASIN=B087W1F6X3
2021-06-04 0:00:00,5,great coffee,great taste,great taste.,https://www.amazon.com/gp/customer-reviews/R2JYDWZXC32H8M?ASIN=B07D7H2CQ1
2020-11-30 0:00:00,5,Amazing!!!!!,Bryce and josh you did amazing!!!! Don't forget to cop the March partyanimal.shop,Bryce and josh you did amazing!,https://www.amazon.com/gp/customer-reviews/RKY4JG005TQJ4?ASIN=B08KXQRC5N
2020-09-17 0:00:00,5,Good quality protein,It's not easy finding grass fed protein sources for protein powder. Let alone ones that taste good. I buy this often and don't have any need to look for another powdered protein source.,It's not easy finding grass fed protein sources for protein powder.,https://www.amazon.com/gp/customer-reviews/RQYWYJ8VGA9BL?ASIN=B003YQLWRM
2021-05-19 0:00:00,5,Yummmmm,Best coffee around! I've tried many Kcup pods and I find myself still purchasing these! Definitely worth the price!,I've tried many Kcup pods and I find myself still purchasing these!,https://www.amazon.com/gp/customer-reviews/R1L9AAOV4WAKAL?ASIN=B01MS7BE9T
2021-08-14 0:00:00,5,Great taste very smooth,great taste very smooth coffee.,great taste very smooth coffee.,https://www.amazon.com/gp/customer-reviews/RVNO2V2YU6VFL?ASIN=B086ZFM5D9
2021-07-03 0:00:00,5,Good flavor meal replacement,Great nutrition for a plant based diet. Also meal replacement for the sick who have hard time eating much. Organic so there is no unwanted chemicals that will make you more sick. Definitely need blender,Great nutrition for a plant based diet.,https://www.amazon.com/gp/customer-reviews/RRC40UVNVQOFQ?ASIN=B08FSFC3LW
2020-08-20 0:00:00,5,Good product!,This is a good over all powder. I don't like it with water. I use almond milk or regular milk. Makes it taste alot better. I also use a nutri bullet blender so I don't deal with chunks. Overall I am pleased. Try my method before leaving bad review. This is a good product,This is a good product.,https://www.amazon.com/gp/customer-reviews/R1Q4BZXDZFSHZ2?ASIN=B01BY8M8LA
2021-07-27 0:00:00,5,I am passionate about zipfizz I love zipfizz,This is my third 30 pack and I love zipfizz! My mom used to get them from time to time from Sam’s when I was little. The colorful graphics and amazing packaging is pure euphoria to me. The flavors are also very good. ITS ACTUALLY FIZZY. The tiny tubes are also so satisfying to have and hold and open. One of my favorite parts is they throw in an extra rare flavor with the 30 packs I save those for last. I just tried to peach flavor and it’s perfection. I love Zipfizz so much I cannot contain it. Also less than $1 per unit. I wish I could lay in a bathtub full of zipfizz tubes.,One of my favorite parts is they throw in an extra rare flavor with the 30 packs I save those for last.,https://www.amazon.com/gp/customer-reviews/R3D739U662H01U?ASIN=B007TW2G8Q
2021-08-23 0:00:00,2,Taste terrible,Taste terrible. Quest vanilla is much better,Taste terrible.,https://www.amazon.com/gp/customer-reviews/R3RKAZU6KDO91P?ASIN=B08G58GCPK
2020-08-07 0:00:00,2,Caused constipation,"After reading about the benefits of collagen and this product in particular, I tried it. It does mix well in my hot tea and does not have a taste. It gave me a feeling of fullness as well. But the side effect of constipation really was problematic. I went on and off the collagen over the course of months to see if that really was the problem. Yup. It caused terrible constipation for me. I did not see any other improvement to my skin and hair. I'm in my late 50s",But the side effect of constipation really was problematic.,https://www.amazon.com/gp/customer-reviews/R3LUVXXZCM32PW?ASIN=B00R7FGIWK
2019-11-07 0:00:00,5,Tea satisfaction,Taste I always expected.,Taste I always expected.,https://www.amazon.com/gp/customer-reviews/R3TPVQE8UI1GS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=4639725043
2021-07-06 0:00:00,5,AWESOME...spins great and takes up little room...buying another!,"I have had the “rack” style for the coffee pods and this spinning is the BEST. My only “would have been nice” would have been a way to identify what is on each rack..and..with 10 per rack, you can put 4 full boxes of different flavors....LOVE IT..own a small hotel and buying more","My only """"would have been nice"""" would have been a way to identify what is on each rack.",https://www.amazon.com/gp/customer-reviews/R1GS1BJTJRIGLR?ASIN=B003U4SB1I
2021-08-01 0:00:00,3,I want the best from this produc,Your browser does not support HTML5 video.. The time I ordered this it was more fresh looking. Had a red look to it. This last batch I ordered look old not fresh. Even when u boil it it looks different. Please dont send me the old stuff send the fresh,The time I ordered this it was more fresh looking.,https://www.amazon.com/gp/customer-reviews/R3OMR8UKKOS1KJ?ASIN=B07P9VR8N9
2020-09-18 0:00:00,5,my favorite green tea,"I first had this tea at Land of Medicine Buddha in Aptos, CA. It was my instant favorite and I went looking around town for it, finding it at only a few stores. It is delicious, mild, never bitter - a reliable favorite.",my favorite green tea.,https://www.amazon.com/gp/customer-reviews/R1Z987L1ERB2A7?ASIN=B000H7K0XI
2021-07-18 0:00:00,1,not for me,I did not like this tea,I did not like this tea.,https://www.amazon.com/gp/customer-reviews/R2XVTXIBHDJCEC?ASIN=B08VQFJDRZ
2020-12-22 0:00:00,1,Almost total lack of ginger flavor,Very disappointed in lack of ginger flavor. Expected a very good product as I ordered other teas from this company. Would like to return it. Tasted like a cup of hot water!,Expected a very good product as I ordered other teas from this company.,https://www.amazon.com/gp/customer-reviews/R3AONKMXHCAH3F?ASIN=B01BPCYSQI
2020-10-21 0:00:00,5,Love this!,"I add it to my morning coffee and it tastes great! After bariatric surgery, my hair started thinning out. I started trying this product and so far so good. The amount of hair thinning as slowed down! Its working! Thank you.","After bariatric surgery, my hair started thinning out.",https://www.amazon.com/gp/customer-reviews/R3ES8CU13J1268?ASIN=B00XQ2XGAA
2020-12-24 0:00:00,1,I am due 11 more boxes.,"I only received 1 box today., There is supposed to be 12 boxes total. I am due 11 more boxes. Please advise. was supposed to be a 12 pack. Only received 1 of 12. I am not sure what to do.",I only received 1 box today.,https://www.amazon.com/gp/customer-reviews/RZDSYMGABCSQG?ASIN=B08H31JDRW
2020-01-24 0:00:00,1,Yuk. Not soft.,They are not soft. The chocolate on the mint flavor is old and waxy. Just not good quality. The strawberry were decent.,Not soft.,https://www.amazon.com/gp/customer-reviews/R1ZKOMED5DEIJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07L515K3J
2020-10-04 0:00:00,5,Great product!,"This product is great! I had noticed nice changes in my skin. I usually add it to my coffee, and it does not alter the taste. I love it!",I love it!,https://www.amazon.com/gp/customer-reviews/RN77QGW1ZP4LZ?ASIN=B00XQ2XGAA
2021-02-08 0:00:00,5,A special tea,"Packaging arrives a bit smashed, but pods were not damaged. Love this tea. Has a very calming feeling while being consumed. I will definitely reorder.","Packaging arrives a bit smashed, but pods were not damaged.",https://www.amazon.com/gp/customer-reviews/R3N5UHXCAT9ROW?ASIN=B086VQ9ZC4
2021-06-02 0:00:00,5,What a fun variety of coffee!,"I have a wonderful DeLonghi Espresso machine and really didn't need to buy a Keurig, but how could I help myself with so many fun coffees out there in k cups? And my kids really love the Keurig.. This is a fun mix of coffees! The only one I wasn't excited to try was ""Folgers"". Like the most boring, basic coffee ever. ha! But most of the rest are interesting, at least. I'm drinking Cake Boss Hazelnut Biscotti as I type this, and it's pretty yummy. :)",This is a fun mix of coffees!,https://www.amazon.com/gp/customer-reviews/RMF6SO7VSGX8C?ASIN=B00K2RY8GI
2019-11-04 0:00:00,1,Nasty!,Has a sour smelling odor,Has a sour smelling odor.,https://www.amazon.com/gp/customer-reviews/R166G4AO0QX19P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CPK8X27
